contig ID,length,best subject sequence ID,taxonomy,percentage of identitcal matches,e-value,alignment length,number of mismatches,number of gap openings,start of alignment in query,end of alignment in query,start of alignment in subject,end of alignment in subject,bitscore
k141_474361,488,AVX53278.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",83.7,1.30E-71,147,24,0,484,44,386,532,278.9
k141_474532,573,AXH75321.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",28.8,1.60E-07,177,118,4,10,531,153,324,66.2
k141_474601,1301,YP_009407949.1 RNA-dependent RNA polymerase [Myrmica scabrinodis virus 1],"root,Viruses,Riboviria,Picornavirales,Polycipiviridae,Sopolycivirus,Myrmica scabrinodis virus 1",99.8,1.80E-243,433,1,0,1300,2,796,1228,851.3
k141_47462,377,AVX53784.1 putative ORF1 [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",71.6,3.10E-07,74,21,0,285,64,27,100,64.7
k141_474726,336,QBA09478.1 hypothetical protein [Reoviridae sp. BF02/7/10],"root,Viruses,Riboviria,Reoviridae,unclassified Reoviridae,Reoviridae sp. BF02/7/10",41,2.00E-13,105,61,1,20,334,432,535,85.1
k141_474739,1064,ATY47698.1 polyprotein [Picornavirales sp.],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Picornavirales sp.",81.9,1.70E-175,354,64,0,1064,3,197,550,625.2
k141_474745,1484,"AVX53813.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",43.5,4.20E-84,405,217,5,3,1181,70,474,322
k141_474762,1664,YP_009553306.1 RNA-dependent RNA polymerase [Picobirnavirus sp.],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus sp.",66.9,1.40E-216,531,172,2,1635,46,7,534,762.3
k141_475809,400,"AXL64616.1 RNA-dependent RNA polymerase protein, partial [Chicken picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Chicken picobirnavirus",71.2,4.10E-50,132,38,0,3,398,118,249,207.2
k141_476006,691,AWY06877.1 PGRP protein [Siphoviridae sp.],"root,Viruses,Caudovirales,Siphoviridae,unclassified Siphoviridae,Siphoviridae sp.",47.9,6.60E-64,290,68,2,27,647,157,446,253.8
k141_476499,306,"BAJ53289.1 RNA dependent RNA polymerase, partial [Human picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,Human picobirnavirus",60.8,3.50E-25,97,35,2,18,302,4,99,124
k141_476778,4317,APA19832.1 nonstructural protein [Rodent astrovirus],"root,Viruses,Riboviria,Astroviridae,Mamastrovirus,unclassified Mamastrovirus,Rodent astrovirus",57.1,0.00E+00,1421,558,14,4309,164,1,1408,1579.3
k141_47695,2505,"AVX53826.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",35.6,8.50E-61,390,231,5,1551,418,21,402,245.4
k141_477323,393,YP_009333140.1 RNA-dependent RNA polymerase [Beihai narna-like virus 21],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Beihai narna-like virus 21",37.8,1.10E-15,135,79,2,3,392,415,549,92.8
k141_477374,561,"AWV66989.1 RdRp, partial [Lysoka partiti-like virus]","root,Viruses,Riboviria,Picobirnaviridae,unclassified Picobirnaviridae,Lysoka partiti-like virus",51.3,8.10E-44,187,88,2,560,3,120,304,186.8
k141_477390,1291,"QCE20588.1 structural protein, partial [Melipona quadrifasciata virus 1b]","root,Viruses,Riboviria,unclassified Riboviria,Melipona quadrifasciata virus 1b",41.3,1.20E-61,349,184,5,1290,262,74,407,247.3
k141_477720,345,AFB75637.1 hypothetical protein 1013_scaffold3125_00108 [unidentified phage],"root,Viruses,unclassified viruses,unclassified bacterial viruses,unidentified phage",66.1,3.20E-35,115,29,1,345,1,731,835,157.5
k141_478074,333,WP_005936261.1 putative lipoprotein [Faecalibacterium prausnitzii],"root,Viruses,Caudovirales,Myoviridae,unclassified Myoviridae,Faecalibacterium phage FP_Mushu",70,1.10E-35,110,31,1,2,331,184,291,159.1
k141_478135,691,AXF52089.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",48.9,4.40E-44,225,105,4,690,19,103,318,188
k141_478138,649,"AVX53409.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",50.2,5.30E-55,219,101,3,649,17,58,276,224.2
k141_478504,561,APG78219.1 RdRp [Hubei coleoptera virus 5],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Hubei coleoptera virus 5",50,7.80E-47,174,84,2,2,517,258,430,196.8
k141_479085,714,AVX53679.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",50.2,8.40E-54,253,110,5,714,4,115,367,220.3
k141_479270,463,QBO56619.1 putative VP1 protein [Tetranychus urticae-associated ambidensovirus],"root,Viruses,Parvoviridae,Densovirinae,Ambidensovirus,unclassified Ambidensovirus,Tetranychus urticae-associated ambidensovirus",45.3,9.00E-25,161,72,4,3,446,92,249,123.2
k141_479337,352,WP_117417682.1 siphovirus Gp157 family protein [Clostridium sp. PI-S10-A1B],"root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,unclassified Clostridium,Clostridium sp. PI-S10-A1B",89.1,1.20E-24,64,7,0,351,160,110,173,122.5
k141_479627,2354,"AVX53415.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",32.1,5.50E-70,560,336,14,1593,4,22,567,275.8
k141_479812,1328,AXH76785.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",51.5,7.60E-93,359,149,4,1004,3,7,365,350.9
k141_480414,400,AXH73635.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",31,2.10E-06,116,69,2,14,358,351,456,62
k141_480719,409,YP_004956727.1 unnamed protein product [Clitoria yellow mottle virus],"root,Viruses,Riboviria,Virgaviridae,Tobamovirus,Clitoria yellow mottle virus",33.7,2.80E-06,101,67,0,310,8,1367,1467,61.6
k141_480925,327,"BAJ53287.1 RNA dependent RNA polymerase, partial [Human picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,Human picobirnavirus",72.5,5.40E-40,109,27,1,1,327,448,553,173.3
k141_480931,452,YP_337907.1 spike glycoprotein [Breda virus],"root,Viruses,Riboviria,Nidovirales,Tornidovirineae,Tobaniviridae,Torovirinae,Torovirus,Renitovirus,Bovine torovirus,Breda virus",90,5.10E-73,150,15,0,452,3,793,942,283.5
k141_481114,717,AXF52496.1 hypothetical protein [Siphoviridae sp.],"root,Viruses,Caudovirales,Siphoviridae,unclassified Siphoviridae,Siphoviridae sp.",42.3,1.30E-22,234,102,5,1,636,5,227,116.7
k141_48152,1542,AXF52089.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",57.9,4.30E-148,496,196,9,1469,6,4,494,534.6
k141_48218,947,YP_009337018.1 hypothetical protein [Hubei picorna-like virus 48],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Hubei picorna-like virus 48",55.6,9.90E-95,315,139,1,5,946,1238,1552,356.7
k141_482726,680,AHF48622.1 RNA-dependent RNA polymerase [Sclerotinia sclerotiorum mitovirus 6],"root,Viruses,Riboviria,Narnaviridae,Mitovirus,unclassified Mitovirus,Sclerotinia sclerotiorum mitovirus 6",47.8,2.80E-43,207,102,2,676,59,22,223,185.3
k141_483250,1500,YP_009342462.1 hypothetical protein [Wuhan house centipede virus 4],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Wuhan house centipede virus 4",30.5,3.10E-18,243,135,7,47,715,8,236,103.2
k141_483453,314,APG76321.1 RNA-dependent RNA polymerase [Hubei noda-like virus 9],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Hubei noda-like virus 9",43.7,1.30E-11,87,40,2,3,248,244,326,79
k141_483512,2041,AOX47577.1 RNA-dependent RNA polymerase [Ceratobasidium mitovirus A],"root,Viruses,Riboviria,Narnaviridae,Mitovirus,unclassified Mitovirus,Ceratobasidium mitovirus A",38.1,3.40E-23,189,110,3,814,1365,299,485,120.2
k141_483595,1115,YP_009330084.1 hypothetical protein 2 [Hubei sobemo-like virus 29],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Hubei sobemo-like virus 29",40.1,1.30E-24,147,87,1,676,1113,1,147,124
k141_483643,717,ATP66777.1 ORF1ab polyprotein [Rodent coronavirus],"root,Viruses,Riboviria,Nidovirales,Cornidovirineae,Coronaviridae,Coronavirinae,unclassified coronaviruses,Rodent coronavirus",37.8,1.30E-33,254,107,6,2,715,918,1136,153.3
k141_483832,915,AXF38749.1 RNA-dependent RNA polymerase [Shelduck picobirnavirus II],"root,Viruses,Riboviria,Picobirnaviridae,unclassified Picobirnaviridae,Shelduck picobirnavirus II",65,1.60E-105,294,103,0,883,2,1,294,392.5
k141_484245,730,AWY06877.1 PGRP protein [Siphoviridae sp.],"root,Viruses,Caudovirales,Siphoviridae,unclassified Siphoviridae,Siphoviridae sp.",55.6,1.60E-52,207,64,4,549,7,12,216,216.1
k141_484671,335,QBL75890.1 polyprotein [Solenopsis invicta virus 7],"root,Viruses,Riboviria,unclassified Riboviria,Solenopsis invicta virus 7",39.6,3.50E-10,101,58,1,15,317,388,485,74.3
k141_484761,512,"AVX53302.1 RNA-dependent RNA polymerase, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",75.9,3.70E-72,170,41,0,512,3,42,211,280.8
k141_485020,2864,AXL64605.1 capsid protein [Chicken picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Chicken picobirnavirus",38.4,7.10E-96,576,308,13,1637,30,2,570,362.1
k141_485355,419,AFB76026.1 hypothetical protein 2209_scaffold64_00079 [unidentified phage],"root,Viruses,unclassified viruses,unclassified bacterial viruses,unidentified phage",65.3,8.70E-27,95,33,0,135,419,75,169,129.8
k141_48551,341,"QAA77648.1 RNA-dependent RNA polymerase, partial [Picobirnavirus sp.]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus sp.",49.6,1.40E-22,113,57,0,341,3,11,123,115.5
k141_485635,1085,AVX53655.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",43.9,1.70E-74,358,189,6,2,1066,197,545,289.7
k141_486006,427,AVX53292.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",68.1,6.70E-51,141,45,0,4,426,8,148,209.9
k141_486312,427,ASV44636.1 DNA helicase [Agrobacterium phage Atu_ph04],"root,Viruses,Caudovirales,Myoviridae,unclassified Myoviridae,Agrobacterium phage Atu_ph04",29.9,1.70E-06,127,83,2,387,22,337,462,62.4
k141_487486,1509,QCE20587.1 nonstructural protein [Melipona quadrifasciata virus 1a],"root,Viruses,Riboviria,unclassified Riboviria,Melipona quadrifasciata virus 1a",60.7,6.70E-162,471,178,5,1497,100,1404,1872,580.5
k141_488008,624,AVA30701.1 RNA-dependent RNA polymerase [Picobirnavirus sp.],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus sp.",69.7,5.60E-78,208,62,1,3,623,39,246,300.4
k141_488095,525,AVX53268.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",71.8,1.60E-62,163,46,0,4,492,360,522,248.8
k141_48812,4133,"AMQ23539.1 replicase, partial [Leviviridae sp.]","root,Viruses,Riboviria,Leviviridae,unclassified Leviviridae,Leviviridae sp.",30,2.00E-54,616,368,17,2248,3915,18,630,224.9
k141_488131,383,"VDB76835.1 DNA helicase, phage-associated [Enterococcus phage 156]","root,Viruses,Caudovirales,Herelleviridae,Brockvirinae,Kochikohdavirus,unclassified Kochikohdavirus,Enterococcus phage 156",38.8,1.80E-15,116,71,0,2,349,839,954,92
k141_488169,1250,YP_009333365.1 RNA-dependent RNA polymerase [Wuhan pillworm virus 1],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Wuhan pillworm virus 1",72.4,1.60E-172,416,115,0,1,1248,1108,1523,615.5
k141_488806,4045,ATY47698.1 polyprotein [Picornavirales sp.],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Picornavirales sp.",71.3,0.00E+00,1312,370,5,4045,116,1003,2310,1950.3
k141_488916,345,"AIB06801.1 RNA-dependent RNA polymerase, partial [Fox fecal picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Fox fecal picobirnavirus",80.7,1.30E-47,114,22,0,3,344,15,128,198.7
k141_489154,565,ATP66742.1 ORF1ab polyprotein [Rodent coronavirus],"root,Viruses,Riboviria,Nidovirales,Cornidovirineae,Coronaviridae,Coronavirinae,unclassified coronaviruses,Rodent coronavirus",69.3,9.50E-77,189,57,1,2,565,2271,2459,296.2
k141_489463,982,AAR14150.1 polyprotein [Maize chlorotic dwarf virus],"root,Viruses,Riboviria,Picornavirales,Secoviridae,Waikavirus,Maize chlorotic dwarf virus",29.9,1.50E-08,164,101,4,451,2,2796,2959,70.5
k141_489799,376,AXF52633.1 zonular occludens toxin [Inoviridae sp.],"root,Viruses,Inoviridae,unclassified Inoviridae,Inoviridae sp.",43.8,1.40E-07,80,37,1,3,242,190,261,65.9
k141_489890,359,"AVX53294.1 RNA-dependent RNA polymerase, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",68.1,1.70E-39,119,36,1,359,3,326,442,171.8
k141_490026,2106,"BBC20586.1 capsid protein, partial [Picobirnavirus sp.]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus sp.",45.1,2.70E-76,386,201,5,554,1708,74,449,296.6
k141_490133,320,AXF52088.1 DNA pilot protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",66.7,1.60E-12,102,33,1,316,14,85,186,82
k141_490174,862,AXF52319.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",43.9,6.10E-67,328,140,6,2,859,15,340,264.2
k141_490366,4331,APG77052.1 hypothetical protein [Beihai levi-like virus 10],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Beihai levi-like virus 10",30.5,5.60E-28,348,190,11,1380,403,226,543,137.1
k141_490417,1189,AXF52801.1 replication initiator protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",34.9,1.00E-48,415,220,10,63,1172,1,410,204.1
k141_490513,560,AXF52087.1 replication initiator protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",67.5,7.70E-55,154,50,0,497,36,76,229,223.4
k141_490535,619,"AWB14660.1 RdRP, partial [Murine picobirnavirus 1]","root,Viruses,Riboviria,Picobirnaviridae,unclassified Picobirnaviridae,Murine picobirnavirus 1",64.2,2.60E-72,201,72,0,8,610,39,239,281.6
k141_490853,2568,"AVX53409.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",45.3,6.80E-122,574,269,14,1689,58,8,566,448.4
k141_491666,775,"AWV67004.1 RdRp, partial [Lysoka partiti-like virus]","root,Viruses,Riboviria,Picobirnaviridae,unclassified Picobirnaviridae,Lysoka partiti-like virus",34.7,8.80E-33,259,159,4,772,8,68,320,150.6
k141_491776,492,AWK77871.1 nonstructural polyprotein [Robinvale bee virus 1],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Robinvale bee virus 1",49.7,1.20E-35,167,80,1,490,2,103,269,159.5
k141_492021,427,"AVX53359.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",36.4,7.30E-13,132,70,3,15,368,487,618,83.6
k141_492100,2530,AVX53463.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",39.5,2.00E-89,519,261,12,809,2326,49,527,340.5
k141_492111,2424,AVX53625.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",50.2,4.90E-114,486,206,12,1428,34,1,471,422.2
k141_492281,5819,"AVM87559.1 nonstructural polyprotein, partial [Nanhai ghost shark hepevirus]","root,Viruses,Riboviria,Hepeviridae,unclassified Hepeviridae,Nanhai ghost shark hepevirus",36.5,1.50E-209,1356,770,27,5800,1937,8,1340,740.7
k141_492827,2250,"AMQ23544.1 maturation, partial [Leviviridae sp.]","root,Viruses,Riboviria,Leviviridae,unclassified Leviviridae,Leviviridae sp.",33,8.30E-23,282,168,12,835,1659,38,305,119
k141_492944,691,AXQ62730.1 hypothetical protein crAss001_87 [Bacteroides phage crAss001],"root,Viruses,Caudovirales,Podoviridae,unclassified Podoviridae,crAss-like viruses,Bacteroides phage crAss001",35.2,5.70E-07,122,77,2,318,677,7,128,64.7
k141_492952,4889,NP_051020.1 nonstructural protein [Periplaneta fuliginosa densovirus],"root,Viruses,Parvoviridae,Densovirinae,Ambidensovirus,Blattodean ambidensovirus 1,Periplaneta fuliginosa densovirus",43.9,2.60E-114,488,272,2,1616,3079,47,532,424.1
k141_493352,2255,AEM05806.1 REP [Rodent stool-associated circular genome virus],"root,Viruses,unclassified viruses,Rodent stool-associated circular genome virus",68,3.90E-121,291,91,2,1151,279,4,292,445.7
k141_493366,2313,YP_009551356.1 replication-associated protein [Fly associated circular virus 7],"root,Viruses,unclassified viruses,unclassified DNA viruses,unclassified ssDNA viruses,Fly associated circular virus 7",53,2.90E-103,332,136,5,1266,2225,5,328,386.3
k141_493980,464,AXF52507.1 AAA domain protein [Siphoviridae sp.],"root,Viruses,Caudovirales,Siphoviridae,unclassified Siphoviridae,Siphoviridae sp.",42.7,6.70E-12,103,52,2,442,134,16,111,80.5
k141_49757,346,ARQ32422.1 membrane protein [Streptococcus virus MS1],"root,Viruses,Caudovirales,Siphoviridae,unclassified Siphoviridae,Streptococcus virus MS1",50,1.40E-22,110,55,0,345,16,108,217,115.5
k141_49761,938,YP_009465716.1 RNA-dependent RNA polymerase [Erysiphe necator mitovirus 2],"root,Viruses,Riboviria,Narnaviridae,Mitovirus,unclassified Mitovirus,Erysiphe necator mitovirus 2",44.9,2.70E-44,225,119,4,936,265,299,519,189.1
k141_50040,515,AVX53268.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",70.2,2.30E-61,168,50,0,513,10,355,522,245
k141_50077,2534,"AMQ23537.1 maturation, partial [Leviviridae sp.]","root,Viruses,Riboviria,Leviviridae,unclassified Leviviridae,Leviviridae sp.",31.1,1.00E-21,273,168,8,2305,1529,184,450,115.5
k141_50250,599,AUG88571.1 homing endonuclease [Pseudomonas phage TC6],"root,Viruses,Caudovirales,Podoviridae,unclassified Podoviridae,Pseudomonas phage TC6",36.2,8.10E-10,130,78,3,124,504,1,128,73.9
k141_50262,806,AXH76319.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",45,4.80E-50,240,128,2,99,806,421,660,208
k141_5059,327,AVX53279.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",82.6,2.90E-46,109,18,1,325,2,365,473,194.1
k141_50685,355,YP_009194069.1 putative protein YonF [Brevibacillus phage Sundance],"root,Viruses,Caudovirales,Siphoviridae,unclassified Siphoviridae,Brevibacillus phage Sundance",43.3,3.80E-15,120,66,1,2,355,94,213,90.9
k141_50745,344,ATP66742.1 ORF1ab polyprotein [Rodent coronavirus],"root,Viruses,Riboviria,Nidovirales,Cornidovirineae,Coronaviridae,Coronavirinae,unclassified coronaviruses,Rodent coronavirus",60.5,3.30E-32,114,45,0,2,343,780,893,147.5
k141_5091,217,ATY47698.1 polyprotein [Picornavirales sp.],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Picornavirales sp.",86.1,1.40E-25,72,10,0,2,217,152,223,124.8
k141_51058,451,AVX53463.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",51.7,4.80E-39,149,71,1,2,448,129,276,170.6
k141_51102,516,QAA77647.1 RNA-dependent RNA polymerase [Kumba picobirna-like virus],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Kumba picobirna-like virus",55.8,1.10E-47,172,75,1,3,515,220,391,199.5
